n, t, workers, frac, accesses, time
500, 500, 2, 0.025, 1, 0.15852284152060747
500, 500, 4, 0.025, 1, 0.08580654580146074
500, 500, 8, 0.025, 1, 0.06464635580778122
500, 500, 15, 0.025, 1, 0.08379400055855513
500, 500, 1, 0.025, 5, 0.3526297118514776
500, 500, 2, 0.025, 5, 0.18662637658417225
500, 500, 4, 0.025, 5, 0.10528649296611547
500, 500, 8, 0.025, 5, 0.0988156059756875
500, 500, 15, 0.025, 5, 0.12121282704174519
500, 500, 1, 0.025, 10, 0.3612932553514838
500, 500, 2, 0.025, 10, 0.19553070329129696
500, 500, 4, 0.025, 10, 0.1321351993829012
500, 500, 8, 0.025, 10, 0.13504900503903627
500, 500, 15, 0.025, 10, 0.1500839153304696
500, 1000, 1, 0.025, 1, 0.5810689721256495
500, 1000, 2, 0.025, 1, 0.2889864919707179
500, 1000, 4, 0.025, 1, 0.1569888275116682
500, 1000, 8, 0.025, 1, 0.084205636754632
500, 1000, 15, 0.025, 1, 0.09469631407409906
500, 1000, 1, 0.025, 5, 0.6115878326818347
500, 1000, 2, 0.025, 5, 0.2962011871859431
500, 1000, 4, 0.025, 5, 0.1574489027261734
500, 1000, 8, 0.025, 5, 0.11080033518373966
500, 1000, 15, 0.025, 5, 0.1692431876435876
500, 1000, 1, 0.025, 10, 0.6098553733900189
500, 1000, 2, 0.025, 10, 0.3188321013003588
500, 1000, 4, 0.025, 10, 0.17659742571413517
500, 1000, 8, 0.025, 10, 0.13911866955459118
500, 1000, 15, 0.025, 10, 0.1952173924073577
500, 2000, 1, 0.025, 1, 1.0940370056778193
500, 2000, 2, 0.025, 1, 0.5608143769204617
500, 2000, 4, 0.025, 1, 0.2892065644264221
500, 2000, 8, 0.025, 1, 0.14925996772944927
500, 2000, 15, 0.025, 1, 0.10974899306893349
500, 2000, 1, 0.025, 5, 1.1059817355126143
500, 2000, 2, 0.025, 5, 0.5449628243222833
500, 2000, 4, 0.025, 5, 0.28501761704683304
500, 2000, 8, 0.025, 5, 0.15560675412416458
500, 2000, 15, 0.025, 5, 0.1791044743731618
500, 2000, 1, 0.025, 10, 1.1108970688655972
500, 2000, 2, 0.025, 10, 0.5570737039670348
500, 2000, 4, 0.025, 10, 0.2943885987624526
500, 2000, 8, 0.025, 10, 0.1840539462864399
500, 2000, 15, 0.025, 10, 0.24828086607158184
500, 4000, 1, 0.025, 1, 2.1084600584581494
500, 4000, 2, 0.025, 1, 1.0746133932843804
500, 4000, 4, 0.025, 1, 0.5584279494360089
500, 4000, 8, 0.025, 1, 0.28837719559669495
500, 4000, 15, 0.025, 1, 0.1639304207637906
500, 4000, 1, 0.025, 5, 2.117314176633954
500, 4000, 2, 0.025, 5, 1.0675581963732839
500, 4000, 4, 0.025, 5, 0.5396885080263019
500, 4000, 8, 0.025, 5, 0.27639294415712357
500, 4000, 15, 0.025, 5, 0.16898468602448702
500, 4000, 1, 0.025, 10, 2.125432484783232
500, 4000, 2, 0.025, 10, 1.0629744175821543
500, 4000, 4, 0.025, 10, 0.5417324481531978
500, 4000, 8, 0.025, 10, 0.2836472997441888
500, 4000, 15, 0.025, 10, 0.2700221398845315
500, 8000, 1, 0.025, 1, 4.1035256600007415
500, 8000, 2, 0.025, 1, 2.1099030477926135
500, 8000, 4, 0.025, 1, 1.1034483443945646
500, 8000, 8, 0.025, 1, 0.55998804140836
500, 8000, 15, 0.025, 1, 0.3098928015679121
500, 8000, 1, 0.025, 5, 4.115765024907887
500, 8000, 2, 0.025, 5, 2.07625849917531
500, 8000, 4, 0.025, 5, 1.0437817722558975
500, 8000, 8, 0.025, 5, 0.5303838206455112
500, 8000, 15, 0.025, 5, 0.2954544173553586
500, 8000, 1, 0.025, 10, 4.129784465767443
500, 8000, 2, 0.025, 10, 2.084881514310837
500, 8000, 4, 0.025, 10, 1.0467884950339794
500, 8000, 8, 0.025, 10, 0.5343716721981764
500, 8000, 15, 0.025, 10, 0.3074268586933613
500, 16000, 1, 0.025, 1, 8.105918536894023
500, 16000, 2, 0.025, 1, 4.155488412827253
500, 16000, 4, 0.025, 1, 2.0745596615597606
500, 16000, 8, 0.025, 1, 1.0535410111770034
500, 16000, 15, 0.025, 1, 0.6129619013518095
500, 16000, 1, 0.025, 5, 8.11102994531393
500, 16000, 2, 0.025, 5, 4.084460332989693
500, 16000, 4, 0.025, 5, 2.0572487749159336
500, 16000, 8, 0.025, 5, 1.040385871194303
500, 16000, 15, 0.025, 5, 0.5687434822320938
500, 16000, 1, 0.025, 10, 8.127836964093149
500, 16000, 2, 0.025, 10, 4.087746578268707
500, 16000, 4, 0.025, 10, 2.051896810531616
500, 16000, 8, 0.025, 10, 1.0401433687657118
500, 16000, 15, 0.025, 10, 0.5715911788865924
500, 32000, 1, 0.025, 1, 16.109932623803616
500, 32000, 2, 0.025, 1, 8.232902738265693
500, 32000, 4, 0.025, 1, 4.140660770237446
500, 32000, 8, 0.025, 1, 2.0844689290970564
500, 32000, 15, 0.025, 1, 1.2068233918398619
500, 32000, 1, 0.025, 5, 16.119175039231777
500, 32000, 2, 0.025, 5, 8.108551848679781
500, 32000, 4, 0.025, 5, 4.063527580350637
500, 32000, 8, 0.025, 5, 2.0601729415357113
500, 32000, 15, 0.025, 5, 1.1167477769777179
500, 32000, 1, 0.025, 10, 16.128129394724965
500, 32000, 2, 0.025, 10, 8.1062937611714
500, 32000, 4, 0.025, 10, 4.058590120635927
500, 32000, 8, 0.025, 10, 2.0541337626054883
500, 32000, 15, 0.025, 10, 1.1161771286278963
500, 64000, 1, 0.025, 1, 32.10807202011347
500, 64000, 2, 0.025, 1, 16.30832649767399
500, 64000, 4, 0.025, 1, 8.163287313655019
500, 64000, 8, 0.025, 1, 4.126839471049607
500, 64000, 15, 0.025, 1, 2.2843090817332268
500, 64000, 1, 0.025, 5, 32.07641604542732
500, 64000, 2, 0.025, 5, 16.16411579400301
500, 64000, 4, 0.025, 5, 8.088185606524348
500, 64000, 8, 0.025, 5, 4.086657007224858
500, 64000, 15, 0.025, 5, 2.208752777427435
500, 64000, 1, 0.025, 10, 32.12115948647261
500, 64000, 2, 0.025, 10, 16.103084753267467
500, 64000, 4, 0.025, 10, 8.063553816638887
500, 64000, 8, 0.025, 10, 4.080005647614598
500, 64000, 15, 0.025, 10, 2.20668688416481
1000, 500, 1, 0.025, 1, 0.6819847524166107
1000, 500, 2, 0.025, 1, 0.32642124500125647
1000, 500, 4, 0.025, 1, 0.17266681231558323
1000, 500, 8, 0.025, 1, 0.12508457154035568
1000, 500, 15, 0.025, 1, 0.17494610976427794
1000, 500, 1, 0.025, 5, 0.6998687107115984
1000, 500, 2, 0.025, 5, 0.3356795581057668
1000, 500, 4, 0.025, 5, 0.2091736551374197
1000, 500, 8, 0.025, 5, 0.19017729815095663
1000, 500, 15, 0.025, 5, 0.2645466346293688
1000, 500, 1, 0.025, 10, 0.7198617085814476
1000, 500, 2, 0.025, 10, 0.37900286819785833
1000, 500, 4, 0.025, 10, 0.2568263355642557
1000, 500, 8, 0.025, 10, 0.260200628079474
1000, 500, 15, 0.025, 10, 0.3048948999494314
1000, 1000, 1, 0.025, 1, 1.1969361957162619
1000, 1000, 2, 0.025, 1, 0.6013268977403641
1000, 1000, 4, 0.025, 1, 0.312636511400342
1000, 1000, 8, 0.025, 1, 0.16860100999474525
1000, 1000, 15, 0.025, 1, 0.18402069713920355
1000, 1000, 1, 0.025, 5, 1.2237847428768873
1000, 1000, 2, 0.025, 5, 0.5972848050296307
1000, 1000, 4, 0.025, 5, 0.31414440367370844
1000, 1000, 8, 0.025, 5, 0.2218743758276105
1000, 1000, 15, 0.025, 5, 0.33617317117750645
1000, 1000, 1, 0.025, 10, 1.2310560559853911
1000, 1000, 2, 0.025, 10, 0.6107163038104773
1000, 1000, 4, 0.025, 10, 0.33834316954016685
1000, 1000, 8, 0.025, 10, 0.27671736292541027
1000, 1000, 15, 0.025, 10, 0.42677644919604063
1000, 2000, 1, 0.025, 1, 2.1979978466406465
1000, 2000, 2, 0.025, 1, 1.1275933422148228
1000, 2000, 4, 0.025, 1, 0.5680977385491133
1000, 2000, 8, 0.025, 1, 0.29571497067809105
1000, 2000, 15, 0.025, 1, 0.21001683734357357
1000, 2000, 1, 0.025, 5, 2.212748136371374
1000, 2000, 2, 0.025, 5, 1.098349223844707
1000, 2000, 4, 0.025, 5, 0.5637498507276177
1000, 2000, 8, 0.025, 5, 0.30286129657179117
1000, 2000, 15, 0.025, 5, 0.35853229090571404
1000, 2000, 1, 0.025, 10, 2.2328331666067243
1000, 2000, 2, 0.025, 10, 1.1259270664304495
1000, 2000, 4, 0.025, 10, 0.5831744279712439
1000, 2000, 8, 0.025, 10, 0.3458450362086296
1000, 2000, 15, 0.025, 10, 0.5228540934622288
1000, 4000, 1, 0.025, 1, 4.201438753865659
1000, 4000, 2, 0.025, 1, 2.1638859482482076
1000, 4000, 4, 0.025, 1, 1.0887358747422695
1000, 4000, 8, 0.025, 1, 0.5773777589201927
1000, 4000, 15, 0.025, 1, 0.3159942692145705
1000, 4000, 1, 0.025, 5, 4.185364832170308
1000, 4000, 2, 0.025, 5, 2.1173087302595377
1000, 4000, 4, 0.025, 5, 1.078077976591885
1000, 4000, 8, 0.025, 5, 0.5507064880803227
1000, 4000, 15, 0.025, 5, 0.3423022301867604
1000, 4000, 1, 0.025, 10, 4.247596778906882
1000, 4000, 2, 0.025, 10, 2.14825792144984
1000, 4000, 4, 0.025, 10, 1.0773984668776393
1000, 4000, 8, 0.025, 10, 0.5625091465190053
1000, 4000, 15, 0.025, 10, 0.5680235922336578
1000, 8000, 1, 0.025, 1, 8.196899497881532
1000, 8000, 2, 0.025, 1, 4.171615238301456
1000, 8000, 4, 0.025, 1, 2.2466603834182024
1000, 8000, 8, 0.025, 1, 1.119855041615665
1000, 8000, 15, 0.025, 1, 0.620365472510457
1000, 8000, 1, 0.025, 5, 8.217369597405195
1000, 8000, 2, 0.025, 5, 4.14496916718781
1000, 8000, 4, 0.025, 5, 2.0884792897850275
1000, 8000, 8, 0.025, 5, 1.0574136208742857
1000, 8000, 15, 0.025, 5, 0.58700249530375
1000, 8000, 1, 0.025, 10, 8.2419023970142
1000, 8000, 2, 0.025, 10, 4.157603933475912
1000, 8000, 4, 0.025, 10, 2.093131871894002
1000, 8000, 8, 0.025, 10, 1.0556353088468313
1000, 8000, 15, 0.025, 10, 0.6095943506807089
1000, 16000, 1, 0.025, 1, 16.202045355923474
1000, 16000, 2, 0.025, 1, 8.330918866209686
1000, 16000, 4, 0.025, 1, 4.155405857600272
1000, 16000, 8, 0.025, 1, 2.0894851870834827
1000, 16000, 15, 0.025, 1, 1.1884665992110968
1000, 16000, 1, 0.025, 5, 16.221162964589894
1000, 16000, 2, 0.025, 5, 8.15764636080712
1000, 16000, 4, 0.025, 5, 4.104179187677801
1000, 16000, 8, 0.025, 5, 2.0652210162952542
1000, 16000, 15, 0.025, 5, 1.1213659141212702
1000, 16000, 1, 0.025, 10, 16.164654962718487
1000, 16000, 2, 0.025, 10, 8.164693960919976
1000, 16000, 4, 0.025, 10, 4.0964926751330495
1000, 16000, 8, 0.025, 10, 2.063532234169543
1000, 16000, 15, 0.025, 10, 1.1296622911468148
1000, 32000, 1, 0.025, 1, 32.19731477275491
1000, 32000, 2, 0.025, 1, 16.519078590907156
1000, 32000, 4, 0.025, 1, 8.246477577835321
1000, 32000, 8, 0.025, 1, 4.14890247490257
1000, 32000, 15, 0.025, 1, 2.301775607280433
1000, 32000, 1, 0.025, 5, 32.22702615428716
1000, 32000, 2, 0.025, 5, 16.227741467766464
1000, 32000, 4, 0.025, 5, 8.12796350196004
1000, 32000, 8, 0.025, 5, 4.076032015495002
1000, 32000, 15, 0.025, 5, 2.2046699011698365
1000, 32000, 1, 0.025, 10, 32.24349203892052
1000, 32000, 2, 0.025, 10, 16.211834733374417
1000, 32000, 4, 0.025, 10, 8.106219426728785
1000, 32000, 8, 0.025, 10, 4.075544388964772
1000, 32000, 15, 0.025, 10, 2.2005492877215147
1000, 64000, 1, 0.025, 1, 64.18092321790755
1000, 64000, 2, 0.025, 1, 32.854109888896346
1000, 64000, 4, 0.025, 1, 16.353112420998514
1000, 64000, 8, 0.025, 1, 8.135115154087543
1000, 64000, 15, 0.025, 1, 4.442997192032635
1000, 64000, 1, 0.025, 5, 64.18192066531628
1000, 64000, 2, 0.025, 5, 32.32225494645536
1000, 64000, 4, 0.025, 5, 16.12001670897007
1000, 64000, 8, 0.025, 5, 8.118992001749575
1000, 64000, 15, 0.025, 5, 4.36694023385644
1000, 64000, 1, 0.025, 10, 64.18381716869771
1000, 64000, 2, 0.025, 10, 32.19165472872555
1000, 64000, 4, 0.025, 10, 16.124151857569814
1000, 64000, 8, 0.025, 10, 8.086742938496172
1000, 64000, 15, 0.025, 10, 4.351829642429948
500, 500, 1, 0.05, 1, 0.3494712132960558
500, 500, 2, 0.05, 1, 0.1686258465051651
500, 500, 4, 0.05, 1, 0.09210368618369102
500, 500, 8, 0.05, 1, 0.0774674816057086
500, 500, 15, 0.05, 1, 0.09244654886424541
500, 500, 1, 0.05, 5, 0.3527465797960758
500, 500, 2, 0.05, 5, 0.172293184325099
500, 500, 4, 0.05, 5, 0.11018109321594238
500, 500, 8, 0.05, 5, 0.10729612223803997
500, 500, 15, 0.05, 5, 0.1547215087339282
500, 500, 1, 0.05, 10, 0.3659628452733159
500, 500, 2, 0.05, 10, 0.19816033449023962
500, 500, 4, 0.05, 10, 0.13049893081188202
500, 500, 8, 0.05, 10, 0.13675849046558142
500, 500, 15, 0.05, 10, 0.1512236027047038
500, 1000, 1, 0.05, 1, 0.6011262126266956
500, 1000, 2, 0.05, 1, 0.313881216570735
500, 1000, 4, 0.05, 1, 0.16541034821420908
500, 1000, 8, 0.05, 1, 0.09224069491028786
500, 1000, 15, 0.05, 1, 0.1100185438990593
500, 1000, 1, 0.05, 5, 0.609059251844883
500, 1000, 2, 0.05, 5, 0.2930564386770129
500, 1000, 4, 0.05, 5, 0.16326009668409824
500, 1000, 8, 0.05, 5, 0.12875118013471365
500, 1000, 15, 0.05, 5, 0.19303635600954294
500, 1000, 1, 0.05, 10, 0.6189321139827371
500, 1000, 2, 0.05, 10, 0.31127440370619297
500, 1000, 4, 0.05, 10, 0.18146119359880686
500, 1000, 8, 0.05, 10, 0.16624289099127054
500, 1000, 15, 0.05, 10, 0.2566293878480792
500, 2000, 1, 0.05, 1, 1.0983066968619823
500, 2000, 2, 0.05, 1, 0.5761848408728838
500, 2000, 4, 0.05, 1, 0.3010121714323759
500, 2000, 8, 0.05, 1, 0.16386364214122295
500, 2000, 15, 0.05, 1, 0.14187083393335342
500, 2000, 1, 0.05, 5, 1.1080674240365624
500, 2000, 2, 0.05, 5, 0.5553379105404019
500, 2000, 4, 0.05, 5, 0.28677271120250225
500, 2000, 8, 0.05, 5, 0.1644749976694584
500, 2000, 15, 0.05, 5, 0.23061560839414597
500, 2000, 1, 0.05, 10, 1.121096795424819
500, 2000, 2, 0.05, 10, 0.5619036294519901
500, 2000, 4, 0.05, 10, 0.29429775290191174
500, 2000, 8, 0.05, 10, 0.19088681507855654
500, 2000, 15, 0.05, 10, 0.32185560278594494
500, 4000, 1, 0.05, 1, 2.102188785560429
500, 4000, 2, 0.05, 1, 1.109566162340343
500, 4000, 4, 0.05, 1, 0.6257149912416935
500, 4000, 8, 0.05, 1, 0.31276713963598013
500, 4000, 15, 0.05, 1, 0.20551671274006367
500, 4000, 1, 0.05, 5, 2.1222649216651917
500, 4000, 2, 0.05, 5, 1.0735428668558598
500, 4000, 4, 0.05, 5, 0.540157850831747
500, 4000, 8, 0.05, 5, 0.2826255625113845
500, 4000, 15, 0.05, 5, 0.30856812838464975
500, 4000, 1, 0.05, 10, 2.1266349740326405
500, 4000, 2, 0.05, 10, 1.071585708297789
500, 4000, 4, 0.05, 10, 0.5442495886236429
500, 4000, 8, 0.05, 10, 0.2880966104567051
500, 4000, 15, 0.05, 10, 0.4011097615584731
500, 8000, 1, 0.05, 1, 4.104287646710873
500, 8000, 2, 0.05, 1, 2.1626245882362127
500, 8000, 4, 0.05, 1, 1.0767198614776134
500, 8000, 8, 0.05, 1, 0.5449174772948027
500, 8000, 15, 0.05, 1, 0.37751972023397684
500, 8000, 1, 0.05, 5, 4.119114639237523
500, 8000, 2, 0.05, 5, 2.0881054447963834
500, 8000, 4, 0.05, 5, 1.0466773947700858
500, 8000, 8, 0.05, 5, 0.5341307120397687
500, 8000, 15, 0.05, 5, 0.40777833480387926
500, 8000, 1, 0.05, 10, 4.128045733086765
500, 8000, 2, 0.05, 10, 2.091020841151476
500, 8000, 4, 0.05, 10, 1.047611483372748
500, 8000, 8, 0.05, 10, 0.5390055868774652
500, 8000, 15, 0.05, 10, 0.5218719346448779
500, 16000, 1, 0.05, 1, 8.103790353052318
500, 16000, 2, 0.05, 1, 4.216079311445355
500, 16000, 4, 0.05, 1, 2.1151472413912416
500, 16000, 8, 0.05, 1, 1.078495698980987
500, 16000, 15, 0.05, 1, 0.6733104363083839
500, 16000, 1, 0.05, 5, 8.113629191182554
500, 16000, 2, 0.05, 5, 4.106373438611627
500, 16000, 4, 0.05, 5, 2.0718085980042815
500, 16000, 8, 0.05, 5, 1.0490960078313947
500, 16000, 15, 0.05, 5, 0.6013899398967624
500, 16000, 1, 0.05, 10, 8.12579580489546
500, 16000, 2, 0.05, 10, 4.099885277450085
500, 16000, 4, 0.05, 10, 2.055862421169877
500, 16000, 8, 0.05, 10, 1.0442064451053739
500, 16000, 15, 0.05, 10, 0.6602709563449025
500, 32000, 1, 0.05, 1, 16.108950548805296
500, 32000, 2, 0.05, 1, 8.230528051033616
500, 32000, 4, 0.05, 1, 4.115328915417194
500, 32000, 8, 0.05, 1, 2.082982826977968
500, 32000, 15, 0.05, 1, 1.264131098985672
500, 32000, 1, 0.05, 5, 16.11424985807389
500, 32000, 2, 0.05, 5, 8.113967974670231
500, 32000, 4, 0.05, 5, 4.09263348672539
500, 32000, 8, 0.05, 5, 2.075140808708966
500, 32000, 15, 0.05, 5, 1.1508714873343706
500, 32000, 1, 0.05, 10, 16.131907150149345
500, 32000, 2, 0.05, 10, 8.110756165347993
500, 32000, 4, 0.05, 10, 4.077141337096691
500, 32000, 8, 0.05, 10, 2.06770923640579
500, 32000, 15, 0.05, 10, 1.1523537980392575
500, 64000, 1, 0.05, 1, 32.10766368731856
500, 64000, 2, 0.05, 1, 16.80963220447302
500, 64000, 4, 0.05, 1, 8.288014436140656
500, 64000, 8, 0.05, 1, 4.180806289426982
500, 64000, 15, 0.05, 1, 2.4097749181091785
500, 64000, 1, 0.05, 5, 32.10480832308531
500, 64000, 2, 0.05, 5, 16.111796813085675
500, 64000, 4, 0.05, 5, 8.142941555008292
500, 64000, 8, 0.05, 5, 4.133092715404928
500, 64000, 15, 0.05, 5, 2.283145480789244
500, 64000, 1, 0.05, 10, 32.13428074400872
500, 64000, 2, 0.05, 10, 16.162932361476123
500, 64000, 4, 0.05, 10, 8.093688410706818
500, 64000, 8, 0.05, 10, 4.101386966183782
500, 64000, 15, 0.05, 10, 2.2421922655776143
1000, 500, 1, 0.05, 1, 0.6817079177126288
1000, 500, 2, 0.05, 1, 0.34419270139187574
1000, 500, 4, 0.05, 1, 0.1803513653576374
1000, 500, 8, 0.05, 1, 0.15313170943409204
1000, 500, 15, 0.05, 1, 0.1825416861101985
1000, 500, 1, 0.05, 5, 0.703655474819243
1000, 500, 2, 0.05, 5, 0.3441661708056927
1000, 500, 4, 0.05, 5, 0.21171401906758547
1000, 500, 8, 0.05, 5, 0.20866320189088583
1000, 500, 15, 0.05, 5, 0.2810893002897501
1000, 500, 1, 0.05, 10, 0.7162302592769265
1000, 500, 2, 0.05, 10, 0.40932114887982607
1000, 500, 4, 0.05, 10, 0.2562191393226385
1000, 500, 8, 0.05, 10, 0.24996036477386951
1000, 500, 15, 0.05, 10, 0.3324335804209113
1000, 1000, 1, 0.05, 1, 1.1928621670231223
1000, 1000, 2, 0.05, 1, 0.6333505343645811
1000, 1000, 4, 0.05, 1, 0.31765410769730806
1000, 1000, 8, 0.05, 1, 0.17599991988390684
1000, 1000, 15, 0.05, 1, 0.21969648450613022
1000, 1000, 1, 0.05, 5, 1.2116082273423672
1000, 1000, 2, 0.05, 5, 0.596623508259654
1000, 1000, 4, 0.05, 5, 0.31305328756570816
1000, 1000, 8, 0.05, 5, 0.22767890337854624
1000, 1000, 15, 0.05, 5, 0.3601774238049984
1000, 1000, 1, 0.05, 10, 1.2392737111076713
1000, 1000, 2, 0.05, 10, 0.6171190487220883
1000, 1000, 4, 0.05, 10, 0.3591820178553462
1000, 1000, 8, 0.05, 10, 0.288077088072896
1000, 1000, 15, 0.05, 10, 0.4792217696085572
1000, 2000, 1, 0.05, 1, 2.1625745622441173
1000, 2000, 2, 0.05, 1, 1.159175032749772
1000, 2000, 4, 0.05, 1, 0.60779725946486
1000, 2000, 8, 0.05, 1, 0.32653411384671926
1000, 2000, 15, 0.05, 1, 0.2788407504558563
1000, 2000, 1, 0.05, 5, 2.2136596823111176
1000, 2000, 2, 0.05, 5, 1.1160672921687365
1000, 2000, 4, 0.05, 5, 0.5717207062989473
1000, 2000, 8, 0.05, 5, 0.3169589573517442
1000, 2000, 15, 0.05, 5, 0.4535907590761781
1000, 2000, 1, 0.05, 10, 2.214475895278156
1000, 2000, 2, 0.05, 10, 1.1245612828060985
1000, 2000, 4, 0.05, 10, 0.5901661878451705
1000, 2000, 8, 0.05, 10, 0.3703440949320793
1000, 2000, 15, 0.05, 10, 0.6244530584663153
1000, 4000, 1, 0.05, 1, 4.162574931979179
1000, 4000, 2, 0.05, 1, 2.2386513706296682
1000, 4000, 4, 0.05, 1, 1.2464948240667582
1000, 4000, 8, 0.05, 1, 0.6248274464160204
1000, 4000, 15, 0.05, 1, 0.41242778580635786
1000, 4000, 1, 0.05, 5, 4.219094090163708
1000, 4000, 2, 0.05, 5, 2.155918873846531
1000, 4000, 4, 0.05, 5, 1.0879418589174747
1000, 4000, 8, 0.05, 5, 0.5612299805507064
1000, 4000, 15, 0.05, 5, 0.6110719470307231
1000, 4000, 1, 0.05, 10, 4.177772513590753
1000, 4000, 2, 0.05, 10, 2.170077440328896
1000, 4000, 4, 0.05, 10, 1.0870691472664475
1000, 4000, 8, 0.05, 10, 0.5745516326278448
1000, 4000, 15, 0.05, 10, 0.7735283160582185
1000, 8000, 1, 0.05, 1, 8.196530594490469
1000, 8000, 2, 0.05, 1, 4.340021014213562
1000, 8000, 4, 0.05, 1, 2.170918680727482
1000, 8000, 8, 0.05, 1, 1.0895335441455245
1000, 8000, 15, 0.05, 1, 0.7324337000027299
1000, 8000, 1, 0.05, 5, 8.22101297788322
1000, 8000, 2, 0.05, 5, 4.163076546043158
1000, 8000, 4, 0.05, 5, 2.0984775871038437
1000, 8000, 8, 0.05, 5, 1.0682993810623884
1000, 8000, 15, 0.05, 5, 0.7250406304374337
1000, 8000, 1, 0.05, 10, 8.182725773192942
1000, 8000, 2, 0.05, 10, 4.177338181063533
1000, 8000, 4, 0.05, 10, 2.08945747744292
1000, 8000, 8, 0.05, 10, 1.0657288692891598
1000, 8000, 15, 0.05, 10, 1.032911659218371
1000, 16000, 1, 0.05, 1, 16.185350737534463
1000, 16000, 2, 0.05, 1, 8.381992048583925
1000, 16000, 4, 0.05, 1, 4.251646016724408
1000, 16000, 8, 0.05, 1, 2.1456518340855837
1000, 16000, 15, 0.05, 1, 1.369934432208538
1000, 16000, 1, 0.05, 5, 16.20281014032662
1000, 16000, 2, 0.05, 5, 8.1852555135265
1000, 16000, 4, 0.05, 5, 4.126019884832203
1000, 16000, 8, 0.05, 5, 2.0896153077483177
1000, 16000, 15, 0.05, 5, 1.1907823961228132
1000, 16000, 1, 0.05, 10, 16.249280541203916
1000, 16000, 2, 0.05, 10, 8.19681167602539
1000, 16000, 4, 0.05, 10, 4.113131929188967
1000, 16000, 8, 0.05, 10, 2.0796191478148103
1000, 16000, 15, 0.05, 10, 1.2992746476083994
1000, 32000, 1, 0.05, 1, 32.18395364843309
1000, 32000, 2, 0.05, 1, 16.876288109458983
1000, 32000, 4, 0.05, 1, 8.283619485795498
1000, 32000, 8, 0.05, 1, 4.214618888683617
1000, 32000, 15, 0.05, 1, 2.4890308119356632
1000, 32000, 1, 0.05, 5, 32.17256766464561
1000, 32000, 2, 0.05, 5, 16.290760352276266
1000, 32000, 4, 0.05, 5, 8.194394561462104
1000, 32000, 8, 0.05, 5, 4.122700315900147
1000, 32000, 15, 0.05, 5, 2.2800797084346414
1000, 32000, 1, 0.05, 10, 32.20523045491427
1000, 32000, 2, 0.05, 10, 16.24904087278992
1000, 32000, 4, 0.05, 10, 8.131994755007327
1000, 32000, 8, 0.05, 10, 4.101792736910284
1000, 32000, 15, 0.05, 10, 2.269182641990483
1000, 64000, 1, 0.05, 1, 64.1882528886199
1000, 64000, 2, 0.05, 1, 33.60744569543749
1000, 64000, 4, 0.05, 1, 16.706205115653574
1000, 64000, 8, 0.05, 1, 8.347204614430666
1000, 64000, 15, 0.05, 1, 4.742614965885878
1000, 64000, 1, 0.05, 5, 64.18843161966652
1000, 64000, 2, 0.05, 5, 32.516499056480825
